country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914000000,642000000,737000000,337000000,494000000,679000000,731000000,739000000,630000000,705000000,972000000,1110000000,974000000,872000000,987000000,854000000,920000000,913000000,724000000,710000000,802000000,904000000
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,7250000,9760000,11300000,12100000,13000000,14800000,16600000,20500000,12900000,11900000,11600000,10500000,11400000,10500000,11100000,10300000,11100000,11700000,12200000,15900000,14700000,14400000,15200000,11100000,8650000,7160000,8710000,9920000,13800000,32600000,20600000,26700000,22300000,22800000
Sierra Leone,,1930000,1980000,2160000,2350000,2510000,2540000,2880000,2660000,3300000,3990000,3770000,4230000,5020000,6780000,6530000,6020000,7060000,8120000,10800000,15900000,15800000,14100000,10200000,9920000,6280000,7230000,4590000,9010000,14400000,12400000,23200000,26700000,23300000,26500000,25000000,18600000,9490000,,,23300000,29900000,27100000,28500000,23000000,23600000,28000000,29100000,23600000,26400000,25100000,25500000,29800000,31700000,48800000,39200000,37400000,39600000,29600000
Singapore,,,,,,,,,,,104000000,128000000,150000000,199000000,226000000,269000000,306000000,381000000,419000000,452000000,560000000,681000000,738000000,733000000,919000000,1050000000,1020000000,1050000000,1210000000,1410000000,1800000000,2020000000,2330000000,2480000000,2800000000,3670000000,4100000000,4460000000,4470000000,4490000000,4330000000,4310000000,4530000000,4720000000,5040000000,5460000000,5830000000,6520000000,7450000000,7540000000,8110000000,8920000000,9170000000,9350000000,9600000000,9380000000,9870000000,10200000000,10800000000
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267000000,300000000,630000000,642000000,500000000,398000000,327000000,342000000,394000000,440000000,625000000,711000000,823000000,911000000,1140000000,1410000000,1350000000,1140000000,1060000000,1020000000,968000000,998000000,986000000,1000000000,1050000000,1280000000
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281000000,230000000,238000000,335000000,330000000,291000000,301000000,275000000,222000000,271000000,327000000,417000000,493000000,514000000,609000000,693000000,829000000,799000000,772000000,666000000,543000000,507000000,486000000,401000000,449000000,474000000,529000000
Somalia,,3160000,3700000,4480000,5420000,5170000,6500000,7530000,8340000,9000000,11200000,11400000,13200000,16100000,21400000,23100000,26300000,31700000,81400000,87700000,95500000,134000000,83900000,83900000,89200000,44300000,34900000,28500000,49500000,8560000,,,,,,,,,,,,,,,,,,,,,,,,26100000,60300000,46600000,47700000,60400000,61600000
South Africa,70000000,114000000,186000000,189000000,272000000,289000000,324000000,373000000,400000000,426000000,418000000,486000000,492000000,753000000,1100000000,1430000000,1680000000,2070000000,2070000000,2160000000,2660000000,3010000000,2740000000,3050000000,2770000000,2120000000,2500000000,3600000000,4260000000,4180000000,4360000000,3870000000,3680000000,3250000000,3480000000,3290000000,2590000000,2410000000,1910000000,1740000000,1890000000,1800000000,1770000000,2570000000,3100000000,3570000000,3510000000,3530000000,3290000000,3590000000,4190000000,4590000000,4490000000,4120000000,3890000000,3490000000,3170000000,3640000000,3640000000
South Korea,276000000,157000000,186000000,185000000,137000000,132000000,177000000,218000000,279000000,347000000,386000000,461000000,532000000,545000000,853000000,1030000000,1710000000,2240000000,3190000000,3540000000,3980000000,4460000000,4650000000,4710000000,4760000000,4880000000,5330000000,6040000000,7730000000,9470000000,10100000000,11000000000,11600000000,12400000000,13500000000,16100000000,16400000000,14800000000,10500000000,12100000000,13800000000,12900000000,14100000000,15800000000,17800000000,22200000000,25200000000,27700000000,26100000000,24600000000,28200000000,31000000000,32000000000,34300000000,37600000000,36600000000,36900000000,39200000000,43100000000
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551000000,588000000,896000000,610000000,651000000,1050000000,988000000,982000000,1300000000,1150000000,135000000,72400000,59400000
Spain,233000000,239000000,309000000,317000000,387000000,439000000,561000000,546000000,669000000,806000000,859000000,901000000,1260000000,1520000000,1970000000,2110000000,2520000000,2810000000,3470000000,4910000000,5510000000,4980000000,4960000000,4770000000,4850000000,5080000000,6270000000,7920000000,8900000000,9300000000,11700000000,11700000000,12300000000,10000000000,10100000000,11400000000,11300000000,9870000000,10300000000,11100000000,10300000000,10200000000,10300000000,12900000000,15300000000,16000000000,17300000000,20100000000,22200000000,20200000000,19700000000,19700000000,18900000000,17200000000,17200000000,15200000000,14000000000,16000000000,18200000000
Sri Lanka,16700000,17100000,15800000,13900000,13900000,14500000,15300000,15700000,14300000,15900000,21000000,32300000,30300000,25100000,28400000,30500000,23700000,28100000,21900000,28100000,30800000,27700000,26000000,46000000,55800000,189000000,173000000,227000000,165000000,126000000,187000000,277000000,327000000,355000000,437000000,764000000,767000000,699000000,733000000,631000000,822000000,675000000,572000000,542000000,619000000,644000000,791000000,1050000000,1510000000,1520000000,1530000000,1750000000,1470000000,1600000000,1910000000,2060000000,1740000000,1870000000,1680000000
Sudan,18700000,20500000,24800000,28100000,41900000,56400000,50300000,52300000,57700000,87000000,108000000,110000000,108000000,113000000,111000000,119000000,179000000,217000000,176000000,240000000,228000000,204000000,172000000,231000000,355000000,205000000,260000000,310000000,369000000,,1180000000,1370000000,184000000,258000000,226000000,139000000,106000000,97700000,260000000,430000000,587000000,388000000,485000000,398000000,1240000000,1160000000,1650000000,2430000000,3230000000,3180000000,,,,,,2280000000,2750000000,4380000000,1050000000
Swaziland,,,,,,,,,,,,,,,,,,5390000,8260000,10200000,13100000,12400000,11100000,11700000,9120000,6650000,7340000,8350000,8720000,8730000,14200000,16000000,21000000,23700000,25800000,28800000,26500000,25700000,25700000,25900000,24500000,19700000,18300000,31900000,42700000,59500000,58500000,61900000,66700000,75900000,102000000,107000000,90600000,86000000,81400000,73500000,72400000,88700000,87800000
Sweden,527000000,565000000,636000000,698000000,759000000,845000000,907000000,922000000,941000000,1020000000,1120000000,1240000000,1460000000,1700000000,1860000000,2230000000,2350000000,2560000000,2870000000,3370000000,3790000000,3490000000,2980000000,2630000000,2670000000,2800000000,3580000000,4470000000,4920000000,5030000000,6170000000,6220000000,6420000000,5010000000,5150000000,5730000000,6200000000,5200000000,5130000000,5150000000,4790000000,4130000000,4350000000,5310000000,5510000000,5520000000,5580000000,6390000000,6020000000,5060000000,5890000000,6320000000,6240000000,6530000000,6560000000,5390000000,5430000000,5530000000,5760000000
Switzerland,200000000,237000000,274000000,295000000,330000000,343000000,378000000,383000000,374000000,409000000,436000000,511000000,601000000,765000000,888000000,1030000000,1230000000,1230000000,1670000000,1950000000,2000000000,1810000000,1930000000,1950000000,1810000000,1970000000,2570000000,3020000000,3280000000,3080000000,4060000000,4020000000,4140000000,3610000000,3900000000,4650000000,4240000000,3500000000,3490000000,3150000000,2800000000,2760000000,2880000000,3270000000,3500000000,3480000000,3330000000,3520000000,4100000000,4060000000,4120000000,4970000000,4590000000,5030000000,4610000000,4520000000,4570000000,4630000000,4800000000
Syria,90200000,90200000,150000000,,112000000,118000000,102000000,119000000,190000000,195000000,200000000,177000000,260000000,389000000,537000000,888000000,945000000,998000000,1210000000,1580000000,2250000000,2440000000,2730000000,2730000000,3390000000,3510000000,3680000000,3650000000,3720000000,1480000000,1640000000,2890000000,2980000000,1430000000,1640000000,958000000,995000000,1050000000,1100000000,1130000000,897000000,1020000000,1100000000,1440000000,1390000000,1450000000,1440000000,1600000000,1730000000,2180000000,2350000000,2490000000,,,,,,,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040000,23500000,14200000,5800000,13500000,19100000,22600000,15100000,10400000,12500000,25600000,34800000,45100000,,,,52500000,47500000,53800000,71300000,76300000,,104000000,95800000,,,
Tanzania,,,,,,,,14600000,16200000,20100000,29500000,42600000,53700000,77900000,120000000,138000000,137000000,191000000,422000000,375000000,232000000,331000000,367000000,333000000,293000000,346000000,261000000,162000000,125000000,105000000,87200000,108000000,96900000,58700000,58400000,85500000,101000000,119000000,134000000,128000000,135000000,151000000,141000000,125000000,128000000,139000000,147000000,166000000,194000000,219000000,283000000,307000000,360000000,443000000,507000000,517000000,544000000,611000000,675000000
Thailand,62800000,58700000,80300000,85500000,87200000,94300000,106000000,126000000,155000000,185000000,217000000,263000000,284000000,312000000,364000000,416000000,532000000,689000000,942000000,1200000000,1370000000,1420000000,1510000000,1580000000,1700000000,1630000000,1640000000,1700000000,1810000000,1940000000,2210000000,2600000000,2960000000,3160000000,3610000000,3850000000,3940000000,3260000000,2110000000,2060000000,1880000000,1720000000,1810000000,1890000000,1870000000,1980000000,2440000000,3520000000,4470000000,4800000000,4960000000,5510000000,5490000000,5900000000,5730000000,5720000000,5880000000,6310000000,6830000000
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8230000,17100000,23700000,23700000,36500000,26400000,20500000,33400000,31700000,29600000,37000000,26200000,25400000,20600000
Togo,,327000,714000,1130000,3380000,3360000,2890000,3110000,3290000,3440000,3650000,4180000,5130000,6870000,8100000,11100000,14200000,21100000,22700000,22500000,24800000,22500000,18500000,16400000,15700000,18900000,30000000,43400000,43100000,41900000,50700000,45900000,49100000,50100000,25400000,30900000,,,,,,,,28800000,31700000,33200000,,,57000000,55100000,56800000,59000000,62900000,72400000,83100000,70000000,82000000,88400000,104000000
Trinidad and Tobago,,,,,,,,,5090000,5260000,6200000,8620000,9120000,8940000,8580000,10700000,12600000,15400000,18300000,27200000,36900000,35200000,,,,,,,,,,,,22600000,24200000,,,,,,,13900000,19500000,33700000,75900000,97800000,116000000,125000000,139000000,139000000,143000000,146000000,169000000,211000000,189000000,202000000,216000000,203000000,169000000
Tunisia,16000000,18600000,14300000,15200000,17500000,12800000,13700000,15400000,17500000,17000000,22500000,24900000,31700000,38200000,46500000,75300000,84000000,122000000,148000000,161000000,194000000,229000000,329000000,383000000,249000000,216000000,207000000,194000000,233000000,234000000,248000000,260000000,290000000,276000000,297000000,343000000,397000000,358000000,366000000,357000000,332000000,336000000,345000000,407000000,445000000,468000000,497000000,491000000,579000000,565000000,571000000,715000000,681000000,759000000,908000000,979000000,988000000,859000000,844000000
Turkey,469000000,301000000,330000000,350000000,381000000,423000000,442000000,508000000,571000000,597000000,565000000,571000000,704000000,862000000,1140000000,2280000000,2530000000,2770000000,2730000000,3000000000,2670000000,2810000000,2750000000,2470000000,2190000000,2370000000,2770000000,2890000000,2660000000,3370000000,5320000000,5670000000,6160000000,7080000000,5290000000,6610000000,7510000000,7790000000,8780000000,9950000000,9990000000,7220000000,9050000000,10300000000,10900000000,12100000000,13400000000,15300000000,17100000000,16400000000,17900000000,17300000000,18000000000,18700000000,17800000000,15900000000,17900000000,17800000000,19000000000
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79600000,136000000,48500000,106000000,87500000,112000000,,,,,,,,,,,,,,,,,,,
Uganda,,,728000,2730000,5490000,10700000,14300000,16800000,19900000,22900000,26600000,52700000,64900000,64900000,80200000,86600000,101000000,132000000,152000000,207000000,399000000,108000000,87500000,93700000,75200000,105000000,131000000,131000000,141000000,140000000,107000000,73600000,52300000,62600000,104000000,127000000,135000000,140000000,155000000,160000000,141000000,136000000,142000000,152000000,196000000,217000000,219000000,252000000,312000000,294000000,609000000,607000000,352000000,300000000,326000000,306000000,319000000,347000000,408000000
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152000000,919000000,1050000000,1460000000,2070000000,1410000000,942000000,1140000000,1090000000,1180000000,1430000000,1690000000,2410000000,2990000000,4100000000,4810000000,3450000000,3730000000,3680000000,4140000000,4390000000,4030000000,3620000000,3420000000,3650000000,4750000000
United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3340000000,4010000000,4230000000,5880000000,5800000000,5350000000,5830000000,6820000000,6600000000,7170000000,8460000000,11600000000,13800000000,17500000000,19200000000,19000000000,23600000000,22800000000,,,,
United Kingdom,4590000000,4750000000,5010000000,5200000000,5510000000,5790000000,5980000000,6200000000,5560000000,5540000000,6070000000,6720000000,7860000000,8450000000,9350000000,11500000000,10800000000,11600000000,14200000000,18400000000,25400000000,24100000000,24800000000,23600000000,22700000000,23300000000,27200000000,31200000000,34300000000,33500000000,38900000000,42100000000,40800000000,34100000000,34500000000,34200000000,34500000000,35700000000,36900000000,36500000000,35300000000,35300000000,39700000000,46900000000,54000000000,55200000000,57500000000,66000000000,65600000000,57900000000,58100000000,60300000000,58500000000,56900000000,59200000000,53900000000,48100000000,46400000000,50000000000
United States,45400000000,47800000000,52400000000,52300000000,51200000000,51800000000,63600000000,75400000000,80700000000,81400000000,79800000000,74900000000,77600000000,78400000000,85900000000,88400000000,91000000000,1.01E+11,1.09E+11,1.22E+11,1.38E+11,1.7E+11,2.14E+11,2.14E+11,2.31E+11,2.58E+11,2.81E+11,2.88E+11,2.93E+11,3.04E+11,3.06E+11,2.8E+11,3.05E+11,2.98E+11,2.88E+11,2.79E+11,2.71E+11,2.76E+11,2.74E+11,2.81E+11,3.02E+11,3.13E+11,3.57E+11,4.15E+11,4.65E+11,5.03E+11,5.28E+11,5.57E+11,6.21E+11,6.69E+11,6.98E+11,7.11E+11,6.85E+11,6.4E+11,6.1E+11,5.96E+11,6E+11,6.06E+11,6.49E+11
Uruguay,,,,,,,,,,,,,51400000,112000000,188000000,157000000,133000000,161000000,186000000,279000000,477000000,710000000,599000000,275000000,222000000,204000000,242000000,224000000,260000000,298000000,328000000,269000000,367000000,419000000,450000000,524000000,576000000,575000000,573000000,574000000,556000000,523000000,344000000,270000000,279000000,347000000,393000000,416000000,568000000,577000000,756000000,825000000,925000000,1050000000,1030000000,970000000,988000000,1170000000,1170000000
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86900000,113000000,172000000,218000000,,250000000,115000000,59800000,45900000,54100000,,,,,,,,,,,,,,,
Venezuela,234000000,115000000,204000000,245000000,200000000,227000000,239000000,270000000,273000000,264000000,273000000,352000000,405000000,421000000,602000000,712000000,593000000,749000000,828000000,926000000,1000000000,1010000000,1520000000,2010000000,1330000000,820000000,1000000000,766000000,1100000000,1200000000,738000000,984000000,993000000,1290000000,940000000,1200000000,733000000,1540000000,1450000000,1410000000,1790000000,1910000000,1070000000,988000000,1450000000,2670000000,3630000000,4350000000,5660000000,4060000000,3990000000,3580000000,5110000000,6200000000,1550000000,321000000,218000000,465000000,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,1320000000,1310000000,459000000,512000000,428000000,333000000,298000000,431000000,,,,,,,,,842000000,915000000,1030000000,1290000000,1780000000,2140000000,2400000000,2670000000,2690000000,3360000000,3730000000,4260000000,4560000000,5020000000,5070000000,5500000000
Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807000000,1030000000,1310000000,1540000000,2350000000,806000000,416000000,397000000,385000000,395000000,474000000,540000000,737000000,807000000,735000000,816000000,822000000,1050000000,1200000000,1420000000,1450000000,1610000000,1620000000,1650000000,1710000000,,,,
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,81600000,53200000,61600000,66900000,86700000,168000000,139000000,86200000,97800000,51100000,62900000,55300000,37800000,43400000,,56100000,,,,,98300000,140000000,206000000,232000000,278000000,221000000,280000000,309000000,346000000,381000000,444000000,372000000,300000000,340000000,378000000
Zimbabwe,,,,,,15600000,17000000,19000000,30600000,42400000,46000000,49900000,58500000,86900000,119000000,149000000,200000000,285000000,348000000,441000000,443000000,390000000,437000000,432000000,361000000,309000000,342000000,393000000,407000000,409000000,416000000,376000000,296000000,250000000,248000000,263000000,292000000,311000000,306000000,263000000,346000000,287000000,677000000,195000000,256000000,131000000,162000000,,,,98300000,198000000,318000000,357000000,368000000,377000000,358000000,341000000,420000000
